Order,Latitude,Longitude,Elevation,Date Created,Distance from Start,Distance to Next,Bearing
8449,31.6918450,034.9190880,816.601,13/6/2015 14:25:20,44.400,0.005,132.66
8450,31.6917930,034.9191540,820.210,13/6/2015 14:25:22,44.406,0.005,137.44
8451,31.6917390,034.9192120,820.210,13/6/2015 14:25:24,44.411,0.004,141.81
8452,31.6916890,034.9192580,820.210,13/6/2015 14:25:26,44.415,0.004,141.91
8453,31.6916410,034.9193020,820.210,13/6/2015 14:25:28,44.419,0.004,144.11
8454,31.6915890,034.9193460,823.126,13/6/2015 14:25:30,44.424,0.004,144.63
8455,31.6915360,034.9193900,826.772,13/6/2015 14:25:32,44.428,0.007,142.42
8456,31.6914560,034.9194620,829.724,13/6/2015 14:25:35,44.435,0.005,145.39
8457,31.6913990,034.9195080,833.333,13/6/2015 14:25:37,44.440,0.005,145.63
8458,31.6913440,034.9195520,833.333,13/6/2015 14:25:39,44.445,0.004,145.37
8459,31.6912920,034.9195940,839.895,13/6/2015 14:25:41,44.449,0.004,145.37
8460,31.6912400,034.9196360,839.895,13/6/2015 14:25:43,44.453,0.006,144.90
8461,31.6911670,034.9196960,839.895,13/6/2015 14:25:46,44.459,0.006,141.91
8462,31.6910950,034.9197620,839.895,13/6/2015 14:25:49,44.466,0.004,140.05
8463,31.6910460,034.9198100,843.176,13/6/2015 14:25:51,44.470,0.005,136.70
8464,31.6909970,034.9198640,843.176,13/6/2015 14:25:53,44.475,0.004,125.98
8465,31.6909610,034.9199220,843.176,13/6/2015 14:25:55,44.479,0.004,120.32
8466,31.6909300,034.9199840,843.176,13/6/2015 14:25:57,44.483,0.004,143.04
8467,31.6908800,034.9200280,843.176,13/6/2015 14:25:59,44.487,0.007,140.62
8468,31.6908050,034.9201000,843.176,13/6/2015 14:26:02,44.494,0.004,139.47
8469,31.6907560,034.9201490,843.176,13/6/2015 14:26:04,44.499,0.005,136.11
8470,31.6907080,034.9202030,843.176,13/6/2015 14:26:06,44.503,0.005,134.06
8471,31.6906600,034.9202610,843.176,13/6/2015 14:26:08,44.508,0.007,138.08
8472,31.6905800,034.9203450,849.738,13/6/2015 14:26:11,44.515,0.005,143.68
8473,31.6905230,034.9203940,849.738,13/6/2015 14:26:13,44.520,0.005,147.18
8474,31.6904660,034.9204370,849.738,13/6/2015 14:26:15,44.525,0.007,153.27
8475,31.6903760,034.9204900,849.738,13/6/2015 14:26:18,44.532,0.007,157.76
8476,31.6902840,034.9205340,856.299,13/6/2015 14:26:21,44.539,0.005,153.60
8477,31.6902220,034.9205700,856.299,13/6/2015 14:26:23,44.543,0.005,160.99
8478,31.6901550,034.9205970,856.299,13/6/2015 14:26:25,44.548,0.005,164.32
8479,31.6900880,034.9206190,856.299,13/6/2015 14:26:27,44.553,0.005,162.05
8480,31.6900220,034.9206440,856.299,13/6/2015 14:26:29,44.558,0.005,162.97
8481,31.6899550,034.9206680,862.861,13/6/2015 14:26:31,44.563,0.005,160.60
8482,31.6898870,034.9206960,862.861,13/6/2015 14:26:33,44.568,0.005,159.69
8483,31.6898200,034.9207250,862.861,13/6/2015 14:26:35,44.573,0.005,156.85
8484,31.6897540,034.9207580,862.861,13/6/2015 14:26:37,44.578,0.005,154.66
8485,31.6896890,034.9207940,862.861,13/6/2015 14:26:39,44.583,0.005,152.02
8486,31.6896230,034.9208350,862.861,13/6/2015 14:26:41,44.588,0.005,148.82
8487,31.6895580,034.9208810,862.861,13/6/2015 14:26:43,44.593,0.005,145.21
8488,31.6894940,034.9209330,862.861,13/6/2015 14:26:45,44.598,0.005,142.76
8489,31.6894310,034.9209890,862.861,13/6/2015 14:26:47,44.604,0.003,144.04
8490,31.6893980,034.9210170,862.861,13/6/2015 14:26:48,44.607,0.006,144.45
8491,31.6893310,034.9210730,862.861,13/6/2015 14:26:50,44.612,0.006,143.08
8492,31.6892650,034.9211310,862.861,13/6/2015 14:26:52,44.618,0.006,145.43
8493,31.6891980,034.9211850,862.861,13/6/2015 14:26:54,44.624,0.006,144.53
8494,31.6891320,034.9212400,862.861,13/6/2015 14:26:56,44.629,0.003,143.08
8495,31.6890990,034.9212690,862.861,13/6/2015 14:26:57,44.632,0.003,145.21
8496,31.6890670,034.9212950,862.861,13/6/2015 14:26:58,44.635,0.005,144.72
8497,31.6890090,034.9213430,865.814,13/6/2015 14:27:00,44.640,0.005,142.25
8498,31.6889560,034.9213910,869.423,13/6/2015 14:27:02,44.644,0.005,142.70
8499,31.6889010,034.9214400,869.423,13/6/2015 14:27:04,44.649,0.005,144.53
8500,31.6888470,034.9214850,869.423,13/6/2015 14:27:06,44.653,0.005,145.02
8501,31.6887920,034.9215300,869.423,13/6/2015 14:27:08,44.658,0.005,144.24
8502,31.6887350,034.9215780,873.765,13/6/2015 14:27:10,44.663,0.007,142.50
8503,31.6886570,034.9216480,879.265,13/6/2015 14:27:13,44.670,0.005,144.34
8504,31.6886010,034.9216950,882.218,13/6/2015 14:27:15,44.674,0.007,141.91
8505,31.6885170,034.9217720,885.827,13/6/2015 14:27:18,44.682,0.007,130.38
8506,31.6884530,034.9218600,889.108,13/6/2015 14:27:21,44.689,0.007,136.28
8507,31.6883770,034.9219450,889.108,13/6/2015 14:27:24,44.696,0.005,133.09
8508,31.6883290,034.9220050,889.108,13/6/2015 14:27:26,44.701,0.005,127.73
8509,31.6882860,034.9220700,889.108,13/6/2015 14:27:28,44.706,0.005,124.92
8510,31.6882460,034.9221370,889.108,13/6/2015 14:27:30,44.710,0.005,121.02
8511,31.6882100,034.9222070,889.108,13/6/2015 14:27:32,44.715,0.005,121.76
8512,31.6881740,034.9222750,889.108,13/6/2015 14:27:34,44.720,0.005,121.01
8513,31.6881370,034.9223470,889.108,13/6/2015 14:27:36,44.725,0.005,120.66
8514,31.6881000,034.9224200,889.108,13/6/2015 14:27:38,44.730,0.005,120.69
8515,31.6880660,034.9224870,890.584,13/6/2015 14:27:40,44.734,0.006,123.41
8516,31.6880220,034.9225650,892.388,13/6/2015 14:27:43,44.740,0.004,124.53
8517,31.6879920,034.9226160,892.388,13/6/2015 14:27:47,44.744,0.000,286.30
8518,31.6879930,034.9226120,895.669,13/6/2015 14:27:52,44.744,0.004,111.93
8519,31.6879720,034.9226730,898.950,13/6/2015 14:32:09,44.748,0.001,130.62
8520,31.6879610,034.9226880,898.950,13/6/2015 14:32:09,44.749,0.005,126.34
8521,31.6879220,034.9227500,898.950,13/6/2015 14:32:12,44.753,0.006,126.56
8522,31.6878700,034.9228320,898.950,13/6/2015 14:32:15,44.759,0.005,131.25
8523,31.6878250,034.9228920,898.950,13/6/2015 14:32:17,44.764,0.005,128.73
8524,31.6877770,034.9229620,898.950,13/6/2015 14:32:19,44.769,0.006,127.76
8525,31.6877260,034.9230390,902.231,13/6/2015 14:32:21,44.775,0.006,122.58
8526,31.6876790,034.9231250,902.231,13/6/2015 14:32:23,44.781,0.006,115.41
8527,31.6876400,034.9232210,902.231,13/6/2015 14:32:25,44.787,0.007,111.48
8528,31.6876050,034.9233250,902.231,13/6/2015 14:32:27,44.794,0.007,108.72
8529,31.6875740,034.9234320,902.231,13/6/2015 14:32:29,44.801,0.007,105.59
8530,31.6875480,034.9235410,905.512,13/6/2015 14:32:31,44.807,0.007,104.31
8531,31.6875240,034.9236510,905.512,13/6/2015 14:32:33,44.814,0.007,105.45
8532,31.6874980,034.9237610,905.512,13/6/2015 14:32:35,44.821,0.007,107.84
8533,31.6874680,034.9238700,905.512,13/6/2015 14:32:37,44.827,0.007,109.62
8534,31.6874360,034.9239750,905.512,13/6/2015 14:32:39,44.834,0.006,114.52
8535,31.6873970,034.9240750,908.793,13/6/2015 14:32:41,44.841,0.006,118.40
8536,31.6873540,034.9241680,908.793,13/6/2015 14:32:43,44.847,0.006,118.36
8537,31.6873120,034.9242590,908.793,13/6/2015 14:32:45,44.853,0.006,122.53
8538,31.6872640,034.9243470,908.793,13/6/2015 14:32:47,44.859,0.006,123.99
8539,31.6872150,034.9244320,908.793,13/6/2015 14:32:49,44.865,0.006,123.75
8540,31.6871670,034.9245160,915.354,13/6/2015 14:32:51,44.871,0.006,122.33
8541,31.6871210,034.9246010,915.354,13/6/2015 14:32:53,44.877,0.006,124.07
8542,31.6870730,034.9246840,915.354,13/6/2015 14:32:55,44.883,0.003,123.75
8543,31.6870490,034.9247260,915.354,13/6/2015 14:32:56,44.886,0.003,123.75
8544,31.6870250,034.9247680,915.354,13/6/2015 14:32:57,44.889,0.003,123.75
8545,31.6870010,034.9248100,915.354,13/6/2015 14:32:58,44.892,0.006,124.72
8546,31.6869530,034.9248910,918.233,13/6/2015 14:33:00,44.898,0.006,130.33
8547,31.6869000,034.9249640,921.916,13/6/2015 14:33:02,44.903,0.005,131.93
8548,31.6868470,034.9250330,921.916,13/6/2015 14:33:04,44.909,0.005,133.20
8549,31.6867940,034.9250990,921.916,13/6/2015 14:33:06,44.914,0.005,135.39
8550,31.6867420,034.9251590,921.916,13/6/2015 14:33:08,44.919,0.005,137.32
8551,31.6866910,034.9252140,923.392,13/6/2015 14:33:10,44.924,0.006,138.64
8552,31.6866230,034.9252840,925.197,13/6/2015 14:33:13,44.930,0.004,140.18
8553,31.6865830,034.9253230,925.197,13/6/2015 14:33:15,44.934,0.006,138.54
8554,31.6865230,034.9253850,925.197,13/6/2015 14:33:18,44.939,0.003,137.25
8555,31.6864860,034.9254250,928.076,13/6/2015 14:33:20,44.943,0.005,137.98
8556,31.6864300,034.9254840,931.759,13/6/2015 14:33:23,44.948,0.005,139.47
8557,31.6863730,034.9255410,931.759,13/6/2015 14:33:26,44.953,0.005,138.95
8558,31.6863190,034.9255960,931.759,13/6/2015 14:33:29,44.958,0.003,138.69
8559,31.6862830,034.9256330,941.601,13/6/2015 14:33:31,44.961,0.003,137.13
8560,31.6862480,034.9256710,941.601,13/6/2015 14:33:33,44.965,0.003,137.06
8561,31.6862140,034.9257080,943.077,13/6/2015 14:33:35,44.968,0.003,139.47
8562,31.6861790,034.9257430,944.882,13/6/2015 14:33:37,44.971,0.005,137.87
8563,31.6861270,034.9257980,946.358,13/6/2015 14:33:40,44.976,0.005,138.40
8564,31.6860750,034.9258520,948.163,13/6/2015 14:33:43,44.981,0.005,138.93
8565,31.6860230,034.9259050,954.724,13/6/2015 14:33:46,44.985,0.005,133.57
8566,31.6859750,034.9259640,954.724,13/6/2015 14:33:49,44.990,0.005,132.75
8567,31.6859260,034.9260260,961.286,13/6/2015 14:33:52,44.995,0.005,135.87
8568,31.6858740,034.9260850,962.762,13/6/2015 14:33:55,45.000,0.005,138.95
8569,31.6858200,034.9261400,964.567,13/6/2015 14:33:58,45.005,0.005,140.51
8570,31.6857650,034.9261930,967.848,13/6/2015 14:34:01,45.010,0.003,143.40
8571,31.6857270,034.9262260,967.848,13/6/2015 14:34:03,45.013,0.005,139.98
8572,31.6856710,034.9262810,967.848,13/6/2015 14:34:06,45.018,0.003,137.93
8573,31.6856350,034.9263190,967.848,13/6/2015 14:34:08,45.022,0.005,136.95
8574,31.6855810,034.9263780,971.129,13/6/2015 14:34:11,45.027,0.005,138.97
8575,31.6855240,034.9264360,971.129,13/6/2015 14:34:14,45.032,0.003,140.20
8576,31.6854850,034.9264740,971.129,13/6/2015 14:34:16,45.035,0.005,138.96
8577,31.6854290,034.9265310,971.129,13/6/2015 14:34:19,45.040,0.005,141.48
8578,31.6853710,034.9265850,980.971,13/6/2015 14:34:22,45.046,0.005,144.97
8579,31.6853100,034.9266350,982.433,13/6/2015 14:34:25,45.051,0.003,146.47
8580,31.6852700,034.9266660,984.252,13/6/2015 14:34:27,45.054,0.005,150.31
8581,31.6852040,034.9267100,985.728,13/6/2015 14:34:30,45.059,0.003,155.96
8582,31.6851580,034.9267340,987.533,13/6/2015 14:34:32,45.063,0.005,151.24
8583,31.6850910,034.9267770,989.009,13/6/2015 14:34:35,45.068,0.005,159.71
8584,31.6850170,034.9268090,990.814,13/6/2015 14:34:38,45.073,0.006,161.00
8585,31.6849400,034.9268400,990.814,13/6/2015 14:34:41,45.079,0.005,161.12
8586,31.6848650,034.9268700,990.814,13/6/2015 14:34:44,45.084,0.004,162.65
8587,31.6848130,034.9268890,990.814,13/6/2015 14:34:46,45.088,0.004,164.66
8588,31.6847600,034.9269060,990.814,13/6/2015 14:34:48,45.092,0.004,163.82
8589,31.6847040,034.9269250,993.766,13/6/2015 14:34:50,45.096,0.004,162.80
8590,31.6846460,034.9269460,997.375,13/6/2015 14:34:52,45.100,0.004,164.09
8591,31.6845860,034.9269660,997.375,13/6/2015 14:34:54,45.104,0.005,161.96
8592,31.6845230,034.9269900,997.375,13/6/2015 14:34:56,45.109,0.005,165.04
8593,31.6844590,034.9270100,997.375,13/6/2015 14:34:58,45.114,0.005,164.32
8594,31.6843920,034.9270320,1000.328,13/6/2015 14:35:00,45.118,0.005,163.21
8595,31.6843240,034.9270560,1003.937,13/6/2015 14:35:02,45.123,0.005,164.96
8596,31.6842540,034.9270780,1003.937,13/6/2015 14:35:04,45.128,0.005,165.74
8597,31.6841800,034.9271000,1003.937,13/6/2015 14:35:06,45.134,0.005,166.36
8598,31.6841060,034.9271210,1003.937,13/6/2015 14:35:08,45.139,0.005,162.84
8599,31.6840340,034.9271470,1005.413,13/6/2015 14:35:10,45.144,0.005,163.69
8600,31.6839580,034.9271730,1007.218,13/6/2015 14:35:12,45.149,0.006,159.01
8601,31.6838800,034.9272080,1007.218,13/6/2015 14:35:14,45.155,0.006,153.89
8602,31.6837980,034.9272550,1007.218,13/6/2015 14:35:16,45.161,0.007,149.88
8603,31.6837140,034.9273120,1007.218,13/6/2015 14:35:18,45.168,0.004,144.53
8604,31.6836720,034.9273470,1007.218,13/6/2015 14:35:19,45.172,0.004,142.27
8605,31.6836300,034.9273850,1007.218,13/6/2015 14:35:20,45.175,0.004,139.47
8606,31.6835860,034.9274290,1007.218,13/6/2015 14:35:21,45.179,0.004,135.25
8607,31.6835420,034.9274800,1007.218,13/6/2015 14:35:22,45.184,0.005,136.64
8608,31.6834940,034.9275330,1007.218,13/6/2015 14:35:23,45.188,0.005,136.85
8609,31.6834420,034.9275900,1007.218,13/6/2015 14:35:24,45.193,0.005,136.95
8610,31.6833880,034.9276490,1007.218,13/6/2015 14:35:25,45.198,0.006,142.23
8611,31.6833240,034.9277070,1007.218,13/6/2015 14:35:26,45.204,0.006,146.32
8612,31.6832560,034.9277600,1007.218,13/6/2015 14:35:27,45.209,0.006,152.53
8613,31.6831820,034.9278050,1007.218,13/6/2015 14:35:28,45.215,0.006,160.11
8614,31.6831040,034.9278380,1007.218,13/6/2015 14:35:29,45.221,0.006,165.04
8615,31.6830240,034.9278630,1005.741,13/6/2015 14:35:30,45.227,0.006,166.77
8616,31.6829440,034.9278850,1003.937,13/6/2015 14:35:31,45.232,0.006,168.52
8617,31.6828640,034.9279040,1003.937,13/6/2015 14:35:32,45.238,0.006,169.95
8618,31.6827820,034.9279210,1003.937,13/6/2015 14:35:33,45.244,0.006,170.29
8619,31.6827020,034.9279370,1003.937,13/6/2015 14:35:34,45.249,0.006,171.21
8620,31.6826190,034.9279520,1003.937,13/6/2015 14:35:35,45.255,0.006,171.00
8621,31.6825380,034.9279670,1003.937,13/6/2015 14:35:36,45.261,0.006,169.95
8622,31.6824560,034.9279840,1003.937,13/6/2015 14:35:37,45.266,0.006,169.37
8623,31.6823740,034.9280020,1003.937,13/6/2015 14:35:38,45.272,0.006,168.22
8624,31.6822920,034.9280220,1003.937,13/6/2015 14:35:39,45.278,0.006,164.83
8625,31.6822100,034.9280480,1002.461,13/6/2015 14:35:40,45.284,0.006,161.96
8626,31.6821260,034.9280800,1000.656,13/6/2015 14:35:41,45.290,0.006,158.35
8627,31.6820420,034.9281190,1000.656,13/6/2015 14:35:42,45.296,0.006,153.89
8628,31.6819600,034.9281660,1000.656,13/6/2015 14:35:43,45.302,0.007,146.89
8629,31.6818800,034.9282270,1000.656,13/6/2015 14:35:44,45.309,0.007,141.38
8630,31.6818040,034.9282980,1000.656,13/6/2015 14:35:45,45.316,0.007,137.25
8631,31.6817300,034.9283780,1000.656,13/6/2015 14:35:46,45.323,0.007,134.06
8632,31.6816580,034.9284650,1000.656,13/6/2015 14:35:47,45.330,0.007,132.46
8633,31.6815860,034.9285570,1000.656,13/6/2015 14:35:48,45.337,0.007,128.77
8634,31.6815180,034.9286560,1000.656,13/6/2015 14:35:49,45.345,0.008,124.72
8635,31.6814540,034.9287640,996.227,13/6/2015 14:35:50,45.352,0.008,120.53
8636,31.6813950,034.9288810,990.814,13/6/2015 14:35:51,45.360,0.008,115.51
8637,31.6813440,034.9290060,990.814,13/6/2015 14:35:52,45.368,0.008,114.81
8638,31.6812930,034.9291350,990.814,13/6/2015 14:35:53,45.377,0.008,118.07
8639,31.6812360,034.9292600,990.814,13/6/2015 14:35:54,45.385,0.008,125.21
8640,31.6811660,034.9293760,986.384,13/6/2015 14:35:55,45.394,0.008,141.00
8641,31.6810720,034.9294650,980.971,13/6/2015 14:35:56,45.402,0.008,153.80
8642,31.6809660,034.9295260,980.971,13/6/2015 14:35:57,45.410,0.008,164.63
8643,31.6808540,034.9295620,980.971,13/6/2015 14:35:58,45.418,0.008,167.83
8644,31.6807430,034.9295900,980.971,13/6/2015 14:35:59,45.426,0.008,167.50
8645,31.6806350,034.9296180,980.971,13/6/2015 14:36:00,45.433,0.007,165.39
8646,31.6805300,034.9296500,980.971,13/6/2015 14:36:01,45.441,0.007,162.00
8647,31.6804300,034.9296880,980.971,13/6/2015 14:36:02,45.448,0.007,156.63
8648,31.6803350,034.9297360,980.971,13/6/2015 14:36:03,45.455,0.007,153.45
8649,31.6802460,034.9297880,980.971,13/6/2015 14:36:04,45.462,0.007,150.46
8650,31.6801630,034.9298430,980.971,13/6/2015 14:36:05,45.469,0.006,147.21
8651,31.6800860,034.9299010,980.971,13/6/2015 14:36:06,45.475,0.006,142.91
8652,31.6800170,034.9299620,980.971,13/6/2015 14:36:07,45.481,0.011,141.81
8653,31.6798920,034.9300770,980.971,13/6/2015 14:36:09,45.492,0.009,138.63
8654,31.6797910,034.9301810,984.252,13/6/2015 14:36:11,45.501,0.008,135.74
8655,31.6797050,034.9302790,984.252,13/6/2015 14:36:13,45.510,0.007,131.85
8656,31.6796330,034.9303730,984.252,13/6/2015 14:36:15,45.517,0.007,132.67
8657,31.6795660,034.9304580,984.252,13/6/2015 14:36:17,45.524,0.007,132.48
8658,31.6795010,034.9305410,984.252,13/6/2015 14:36:19,45.530,0.010,136.80
8659,31.6793990,034.9306530,994.094,13/6/2015 14:36:22,45.540,0.009,147.33
8660,31.6792830,034.9307400,997.047,13/6/2015 14:36:25,45.550,0.007,167.60
8661,31.6791780,034.9307670,1000.656,13/6/2015 14:36:28,45.557,0.007,176.94
8662,31.6790820,034.9307730,1007.218,13/6/2015 14:36:31,45.564,0.007,178.47
8663,31.6789860,034.9307760,1007.218,13/6/2015 14:36:34,45.570,0.007,180.49
8664,31.6788870,034.9307750,1013.780,13/6/2015 14:36:37,45.577,0.007,180.00
8665,31.6787890,034.9307750,1015.227,13/6/2015 14:36:40,45.584,0.007,179.51
8666,31.6786890,034.9307760,1017.060,13/6/2015 14:36:43,45.591,0.007,179.51
8667,31.6785890,034.9307770,1023.622,13/6/2015 14:36:46,45.598,0.006,178.96
8668,31.6784950,034.9307790,1023.622,13/6/2015 14:36:49,45.604,0.006,180.00
8669,31.6784010,034.9307790,1026.903,13/6/2015 14:36:52,45.610,0.007,179.48
8670,31.6783060,034.9307800,1028.379,13/6/2015 14:36:55,45.617,0.006,176.88
8671,31.6782120,034.9307860,1030.184,13/6/2015 14:36:58,45.624,0.006,179.47
8672,31.6781190,034.9307870,1033.465,13/6/2015 14:37:01,45.630,0.006,180.55
8673,31.6780300,034.9307860,1033.465,13/6/2015 14:37:04,45.636,0.006,179.44
8674,31.6779430,034.9307870,1036.745,13/6/2015 14:37:07,45.642,0.006,177.72
8675,31.6778570,034.9307910,1039.698,13/6/2015 14:37:10,45.648,0.006,177.80
8676,31.6777680,034.9307950,1043.307,13/6/2015 14:37:13,45.654,0.006,173.57
8677,31.6776770,034.9308070,1043.307,13/6/2015 14:37:16,45.660,0.007,168.56
8678,31.6775840,034.9308290,1043.307,13/6/2015 14:37:19,45.667,0.005,162.22
8679,31.6775200,034.9308530,1043.307,13/6/2015 14:37:21,45.672,0.005,155.05
8680,31.6774520,034.9308900,1043.307,13/6/2015 14:37:23,45.677,0.006,153.24
8681,31.6773740,034.9309360,1043.307,13/6/2015 14:37:25,45.683,0.007,151.98
8682,31.6772840,034.9309920,1043.307,13/6/2015 14:37:27,45.690,0.008,155.27
8683,31.6771800,034.9310480,1043.307,13/6/2015 14:37:29,45.698,0.004,156.14
8684,31.6771220,034.9310780,1043.307,13/6/2015 14:37:30,45.702,0.010,154.79
8685,31.6769930,034.9311490,1043.307,13/6/2015 14:37:32,45.712,0.011,155.04
8686,31.6768460,034.9312290,1043.307,13/6/2015 14:37:34,45.723,0.012,155.16
8687,31.6766890,034.9313140,1043.307,13/6/2015 14:37:36,45.735,0.006,155.87
8688,31.6766050,034.9313580,1043.307,13/6/2015 14:37:37,45.741,0.006,155.17
8689,31.6765200,034.9314040,1043.307,13/6/2015 14:37:38,45.748,0.007,154.99
8690,31.6764320,034.9314520,1043.307,13/6/2015 14:37:39,45.754,0.007,154.08
8691,31.6763440,034.9315020,1040.354,13/6/2015 14:37:40,45.761,0.007,153.89
8692,31.6762550,034.9315530,1036.745,13/6/2015 14:37:41,45.768,0.007,153.27
8693,31.6761650,034.9316060,1036.745,13/6/2015 14:37:42,45.775,0.007,153.35
8694,31.6760730,034.9316600,1036.745,13/6/2015 14:37:43,45.782,0.007,151.26
8695,31.6759810,034.9317190,1036.745,13/6/2015 14:37:44,45.789,0.007,150.57
8696,31.6758870,034.9317810,1036.745,13/6/2015 14:37:45,45.797,0.008,150.18
8697,31.6757900,034.9318460,1036.745,13/6/2015 14:37:46,45.804,0.008,148.69
8698,31.6756930,034.9319150,1036.745,13/6/2015 14:37:47,45.812,0.008,147.76
8699,31.6755940,034.9319880,1036.745,13/6/2015 14:37:48,45.820,0.008,146.10
8700,31.6754960,034.9320650,1036.745,13/6/2015 14:37:49,45.828,0.008,144.47
8701,31.6753990,034.9321460,1030.840,13/6/2015 14:37:50,45.837,0.008,142.90
8702,31.6753040,034.9322300,1023.622,13/6/2015 14:37:51,45.845,0.008,140.40
8703,31.6752120,034.9323190,1023.622,13/6/2015 14:37:52,45.853,0.008,138.22
8704,31.6751230,034.9324120,1023.622,13/6/2015 14:37:53,45.861,0.008,137.26
8705,31.6750360,034.9325060,1023.622,13/6/2015 14:37:54,45.869,0.008,135.74
8706,31.6749500,034.9326040,1014.764,13/6/2015 14:37:55,45.878,0.008,135.07
8707,31.6748660,034.9327020,1003.937,13/6/2015 14:37:56,45.886,0.008,134.77
8708,31.6747820,034.9328010,1003.937,13/6/2015 14:37:57,45.894,0.008,133.86
8709,31.6746990,034.9329020,1003.937,13/6/2015 14:37:58,45.902,0.008,133.30
8710,31.6746160,034.9330050,1003.937,13/6/2015 14:37:59,45.911,0.008,133.30
8711,31.6745330,034.9331080,999.508,13/6/2015 14:38:00,45.919,0.009,135.25
8712,31.6744450,034.9332100,992.618,13/6/2015 14:38:01,45.928,0.009,136.21
8713,31.6743540,034.9333120,989.337,13/6/2015 14:38:02,45.936,0.009,137.44
8714,31.6742590,034.9334140,986.085,13/6/2015 14:38:03,45.945,0.009,138.90
8715,31.6741600,034.9335150,984.252,13/6/2015 14:38:04,45.954,0.009,140.01
8716,31.6740560,034.9336170,984.252,13/6/2015 14:38:05,45.964,0.009,141.09
8717,31.6739490,034.9337180,981.357,13/6/2015 14:38:06,45.973,0.010,142.64
8718,31.6738370,034.9338180,976.251,13/6/2015 14:38:07,45.983,0.010,143.36
8719,31.6737220,034.9339180,972.933,13/6/2015 14:38:08,45.993,0.010,145.90
8720,31.6736020,034.9340130,971.129,13/6/2015 14:38:09,46.003,0.010,147.04
8721,31.6734780,034.9341070,969.670,13/6/2015 14:38:10,46.013,0.010,147.32
8722,31.6733540,034.9342000,966.371,13/6/2015 14:38:11,46.023,0.010,146.83
8723,31.6732310,034.9342940,963.091,13/6/2015 14:38:12,46.033,0.010,147.39
8724,31.6731080,034.9343860,958.333,13/6/2015 14:38:13,46.043,0.010,145.84
8725,31.6729870,034.9344820,953.248,13/6/2015 14:38:14,46.053,0.010,143.02
8726,31.6728700,034.9345850,949.967,13/6/2015 14:38:15,46.063,0.010,141.04
8727,31.6727600,034.9346890,949.639,13/6/2015 14:38:16,46.073,0.009,138.90
8728,31.6726600,034.9347910,948.491,13/6/2015 14:38:17,46.082,0.008,137.93
8729,31.6725700,034.9348860,943.438,13/6/2015 14:38:18,46.091,0.007,138.43
8730,31.6724890,034.9349700,938.648,13/6/2015 14:38:19,46.098,0.007,139.07
8731,31.6724170,034.9350430,932.087,13/6/2015 14:38:20,46.105,0.006,140.33
8732,31.6723510,034.9351070,926.983,13/6/2015 14:38:21,46.110,0.010,141.04
8733,31.6722410,034.9352110,925.197,13/6/2015 14:38:23,46.120,0.007,143.87
8734,31.6721590,034.9352810,920.440,13/6/2015 14:38:25,46.127,0.006,138.62
8735,31.6720930,034.9353490,918.635,13/6/2015 14:38:27,46.133,0.007,107.01
8736,31.6720650,034.9354560,913.878,13/6/2015 14:38:29,46.140,0.004,74.98
8737,31.6720790,034.9355170,910.597,13/6/2015 14:38:30,46.144,0.004,58.80
8738,31.6721080,034.9355730,908.793,13/6/2015 14:38:31,46.147,0.008,48.75
8739,31.6721860,034.9356770,907.316,13/6/2015 14:38:33,46.156,0.008,52.57
8740,31.6722580,034.9357870,908.793,13/6/2015 14:38:35,46.164,0.009,54.12
8741,31.6723310,034.9359050,906.988,13/6/2015 14:38:37,46.172,0.004,53.22
8742,31.6723700,034.9359660,908.793,13/6/2015 14:38:38,46.177,0.005,55.23
8743,31.6724080,034.9360300,908.793,13/6/2015 14:38:39,46.181,0.005,55.64
8744,31.6724460,034.9360950,908.793,13/6/2015 14:38:40,46.186,0.005,55.64
8745,31.6724840,034.9361600,908.793,13/6/2015 14:38:41,46.191,0.005,56.45
8746,31.6725220,034.9362270,908.793,13/6/2015 14:38:42,46.195,0.005,55.08
8747,31.6725620,034.9362940,908.793,13/6/2015 14:38:43,46.200,0.005,56.84
8748,31.6726000,034.9363620,908.793,13/6/2015 14:38:44,46.205,0.005,57.96
8749,31.6726380,034.9364330,908.793,13/6/2015 14:38:45,46.210,0.005,59.00
8750,31.6726750,034.9365050,908.793,13/6/2015 14:38:46,46.215,0.005,60.37
8751,31.6727110,034.9365790,908.793,13/6/2015 14:38:47,46.220,0.005,61.38
8752,31.6727460,034.9366540,908.793,13/6/2015 14:38:48,46.225,0.005,62.69
8753,31.6727800,034.9367310,908.793,13/6/2015 14:38:49,46.230,0.005,62.31
8754,31.6728150,034.9368090,908.793,13/6/2015 14:38:50,46.235,0.005,63.57
8755,31.6728490,034.9368890,908.793,13/6/2015 14:38:51,46.241,0.005,64.80
8756,31.6728820,034.9369710,908.793,13/6/2015 14:38:52,46.246,0.005,64.13
8757,31.6729160,034.9370530,908.793,13/6/2015 14:38:53,46.251,0.005,63.19
8758,31.6729510,034.9371340,908.793,13/6/2015 14:38:54,46.257,0.005,65.07
8759,31.6729840,034.9372170,908.793,13/6/2015 14:38:55,46.262,0.005,64.41
8760,31.6730180,034.9373000,908.793,13/6/2015 14:38:56,46.267,0.005,64.41
8761,31.6730520,034.9373830,908.793,13/6/2015 14:38:57,46.273,0.005,62.83
8762,31.6730880,034.9374650,908.793,13/6/2015 14:38:58,46.278,0.006,60.92
8763,31.6731270,034.9375470,908.793,13/6/2015 14:38:59,46.284,0.006,60.00
